name,scientific name,size,difficulty,min. Tank size,specific gravity,PH,temperature,water hardness,stocking ratio,diet,life span,origin,family
Exclamation Barb (,Dawkinsia exclamatio,"7.6-10.2cm (3-4  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 7.5
","19 -25  °C (66.2-77°F)
","2-10 °d
","1:1 M:F
",Omnivore,"3-8 years
",Asia,"Cyprinidae
"
Clown Barb (,Puntius everetti,"12-15  cm (4.7-5.9"")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","6.0 - 6.5
","24 -30  °C (75.2-86°F)
","6-16 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cyprinidae
"
False Eight-Banded Barb (,Eirmotus octozona,"3-3.3cm (1.2-1.3  "")
",Moderate,"38 Litres (10   US G.)
","Freshwater  
","6.0 - 7.0
","24 -26  °C (75.2-78.8°F)
","2-12 °d
","1:2 M:F
",Omnivore,"3-5 years
",Asia,"Cyprinidae
"
Foersch's Fire Barb,,,,,,,,,,,,,
Panda Barb (,Haludaria melanampyx,"10.2-12.7cm (4-5  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.8 - 7.8
","22.2-23.9°C (72 -75  °F)
","4-10 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cyprinidae
"
Flying Barb,,,,,,,,,,,,,
Fleckenbarbe,,,,,,,,,,,,,
Dwarf Gold Barb (,Pethia gelius,"4-5.1  cm (1.6-2"")
",Easy,"38 Litres (10   US G.)
","Freshwater  
","6 - 7
","18 -22  °C (64.4-71.6°F)
","2-10 °d
","2:3 M:F
",Omnivore,"2-3 years
",India,"Cyprinidae
"
Dotted-Line Barb (,Barbus lineomaculatus,"8-9  cm (3.1-3.5"")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.0 - 7.0
","21 -25  °C (69.8-77°F)
","5-10 °d
","1:2 M:F
",Carnivore,"3-5 years
",Africa,"Cyprinidae
"
Dwarf Gold Barb (,Pethia gelius,"4-5.1  cm (1.6-2"")
",Easy,"38 Litres (10   US G.)
","Freshwater  
","6 - 7
","18 -22  °C (64.4-71.6°F)
","2-10 °d
","2:3 M:F
",Omnivore,"2-3 years
",India,"Cyprinidae
"
Ghat Barb,,,,,,,,,,,,,
Didi Barb (,Pethia didi,"3.5-4  cm (1.4-1.6"")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.5
","23 -26  °C (73.4-78.8°F)
","1-12 °d
","1:1 M:F
",Omnivore,"5-10 years
",Asia,"Cyprinidae
"
Orangefin Barb (,Barbus eutaenia,"12-14  cm (4.7-5.5"")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","6.5 - 7.5
","20 -26  °C (68-78.8°F)
","5-15 °d
","1:2 M:F
",Carnivore,"5-8 years
",Africa,"Cyprinidae
"
Firefin Barb,,,,,,,,,,,,,
Five-Banded Barb,,,,,,,,,,,,,
False Spanner Barb,,,,,,,,,,,,,
Filament Barb,,,,,,,,,,,,,
Fire Barb,,,,,,,,,,,,,
Everett's Barb,,,,,,,,,,,,,
Exclamation Barb,,,,,,,,,,,,,
Two Spot Barb (,Pethia cumingii,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.5 - 7.0
","22 -27  °C (71.6-80.6°F)
","1-12 °d
","1:1 M:F
",Omnivore,"5-10 years
",Asia,"Cyprinidae
"
Cherry Barb (,Puntius titteya,"3.8-5.1cm (1.5-2  "")
",Easy,"38 Litres (10   US G.)
","Freshwater  
","6.5 - 7.0
","22.2-26.7°C (72 -80  °F)
","6-10 °d
","1:2 M:F
",Omnivore,"5-7 years
",Asia,"Cyprinidae
"
False Eight-Banded Barb,,,,,,,,,,,,,
Dwarf Gold Barb,,,,,,,,,,,,,
Ember Barb,,,,,,,,,,,,,
Congo Barb (,Clypeobarbus congicus,"5.1-6.1cm (2-2.4  "")
",Moderate,"95 Litres (25   US G.)
","Freshwater  
","6.0 - 7.0
","22 -26  °C (71.6-78.8°F)
","2-10 °d
","1:1 M:F
",Omnivore,"5-10 years
",Africa,"Cyprinidae
"
Clown Barb (,Puntius everetti,"12-15  cm (4.7-5.9"")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","6.0 - 6.5
","24 -30  °C (75.2-86°F)
","6-16 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cyprinidae
"
Dusky Black-Striped Barb,,,,,,,,,,,,,
Barb,,,,,,,,,,,,,
Rasbora,,,,,,,,,,,,,
Dwarf Barb,,,,,,,,,,,,,
Didi Barb,,,,,,,,,,,,,
Barra,,,,,,,,,,,,,
Dotted-Line Barb,,,,,,,,,,,,,
Cuming's Barb,,,,,,,,,,,,,
Category:Habitat Indo-West Pacific - Fish,,,,,,,,,,,,,
Barnard's Rock Catfish,,,,,,,,,,,,,
Banded Shovelnose Catfish (,Brachyplatystoma juruense,"63.5-76.2cm (25-30  "")
",Challenging,"681 Litres (180   US G.)
","Freshwater  
","6.5 - 7.6
","23.3-27.8°C (74 -82  °F)
","8-12 °d
","1:1 M:F
",Carnivore,"8-10 years
",South America,"Pimelodidae
"
Striped Pyrrhulina (,Pyrrhulina vittata,"3.5-4  cm (1.4-1.6"")
",Moderate,"45 Litres (12   US G.)
","Freshwater  
","6.0 - 7.5
","23 -27  °C (73.4-80.6°F)
","10-20 °d
","1:2 M:F
",Omnivore,"3-5 years
",South America,"Lebiasinidae
"
Banded Pimelodid (,Synodontis clarias,"33-38.1cm (13-15  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.5 - 7.5
","21 -24  °C (69.8-75.2°F)
","8-18 °d
","1:1 M:F
",Omnivore,"5-8 years
",Africa,"Mochokidae
"
Banded Rainbowfish (,Melanotaenia trifasciata,"10-13  cm (3.9-5.1"")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","7.0 - 8.0
","25 -30  °C (77-86°F)
","9-19 °d
","1:2 M:F
",Omnivore,"5-8 years
",Australia,"Melanotaeniidae
"
Crimson Carplet,,,,,,,,,,,,,
Banded Pearlfish (,Austrolebias adloffi,"3.8-5.1cm (1.5-2  "")
",Challenging,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.0
","20-23.9°C (68 -75  °F)
","10-15 °d
","1:2 M:F
",Carnivore,"0.5-1 years
",South America,"Rivulidae
"
Clown Killifish (,Pseudepiplatys annulatus,"2.5-3.8cm (1-1.5  "")
",Challenging,"38 Litres (10   US G.)
","Freshwater  
","5.5 - 7.2
","23 -26  °C (73.4-78.8°F)
","2-12 °d
","1:1 M:F
",Carnivore,"3-5 years
",Africa,"Nothobranchiidae
"
Banded Merry Widow (,Phallichthys fairweatheri,"5.1-6.4cm (2-2.5  "")
",Easy,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 8.0
","24 -28  °C (75.2-82.4°F)
","15-25 °d
","1:3 M:F
",Carnivore,"2-5 years
",Central America,"Poeciliidae
"
Ocellated Loach (,Acanthocobitis urophthalmus,"3-4  cm (1.2-1.6"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","3 - 7
","22 -28  °C (71.6-82.4°F)
","6-10 °d
","1:2 M:F
",Carnivore,"2-3 years
",Asia,"Nemacheilidae
"
Black Banded Leporinus (,Leporinus fasciatus,"25.4-30.5cm (10-12  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","5.5 - 7.5
","23 -27  °C (73.4-80.6°F)
","2-20 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Anostomidae
"
Clown Barb,,,,,,,,,,,,,
Congo Barb,,,,,,,,,,,,,
Clown Killifish (,Pseudepiplatys annulatus,"2.5-3.8cm (1-1.5  "")
",Challenging,"38 Litres (10   US G.)
","Freshwater  
","5.5 - 7.2
","23 -26  °C (73.4-78.8°F)
","2-12 °d
","1:1 M:F
",Carnivore,"3-5 years
",Africa,"Nothobranchiidae
"
Banded Headstander (,Laemolyta taeniata,"22.9-25.4cm (9-10  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 7.2
","23.3-27.8°C (74 -82  °F)
","6-10 °d
","1:1 M:F
",Omnivore,"8-12 years
",South America,"Anostomidae
"
Banded Gourami (,Colisa fasciata,"10.2-12.7cm (4-5  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.5
","21.7-27.8°C (71 -82  °F)
","4-15 °d
","1:2 M:F
",Carnivore,"5-8 years
",Asia,"Osphronemidae
"
Banded Dwarf Cichlid (,Apistogramma bitaeniata,"4.1-5.1cm (1.6-2  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","5.0 - 6.0
","23 -25  °C (73.4-77°F)
","2-6 °d
","1:1 M:F
",Omnivore,"3-5 years
",South America,"Cichlidae
"
Banded Climbing Perch (,Microctenopoma fasciolatum,"6-8  cm (2.4-3.1"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6 - 7.5
","20 -28  °C (68-82.4°F)
","5-15 °d
","1:1-3 M:F
",Carnivore,"5-8 years
",Africa,"Anabantidae
"
Banded Darter (,Etheostoma zonale,"5.1-7.6cm (2-3  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.5
","15.6-23.3°C (60 -74  °F)
","5-12 °d
","1:2 M:F
",Omnivore,"1-2 years
",North America,"Percidae
"
Barbatus Corydoras (,Scleromystax barbatus,"10.2-12.7cm (4-5  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","5.5 - 7.0
","16 -19  °C (60.8-66.2°F)
","6-10 °d
","2:3 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Barbatus Corydoras (,Scleromystax barbatus,"10.2-12.7cm (4-5  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","5.5 - 7.0
","16 -19  °C (60.8-66.2°F)
","6-10 °d
","2:3 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Indo-West Pacific,,,,,,,,,,,,,
Banded Pyrrhulina,,,,,,,,,,,,,
Banded Shovelnose Catfish,,,,,,,,,,,,,
Banded Pearlfish,,,,,,,,,,,,,
Banded Panchax,,,,,,,,,,,,,
Banded Rainbowfish,,,,,,,,,,,,,
Banded Cichlid (,Heros severus,"15-24.9cm (5.9-9.8  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","5.0 - 7.0
","23 -29  °C (73.4-84.2°F)
","6-8 °d
","1:1 M:F
",Omnivore,"5-10 years
",South America,"Cichlidae
"
Banded Pimelodid,,,,,,,,,,,,,
Banded Climbing Perch (,Microctenopoma fasciolatum,"6-8  cm (2.4-3.1"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6 - 7.5
","20 -28  °C (68-82.4°F)
","5-15 °d
","1:1-3 M:F
",Carnivore,"5-8 years
",Africa,"Anabantidae
"
Banded Mountain Loach,,,,,,,,,,,,,
Banded Killifish,,,,,,,,,,,,,
Banded Gourami,,,,,,,,,,,,,
Banded Headstander,,,,,,,,,,,,,
Banded Leporinus,,,,,,,,,,,,,
Banded Merry Widow,,,,,,,,,,,,,
Barred Bichir (,Polypterus delhezi,"25.4-35.6cm (10-14  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 7.5
","26 -28  °C (78.8-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Africa,"Polypteridae
"
Banded Cory,,,,,,,,,,,,,
Banded Darter,,,,,,,,,,,,,
Green Chromide (,Etroplus suratensis,"12-18  cm (4.7-7.1"")
",Moderate,"250   Litres (66)
", - ,"7.5 - 8.5
","23 -27  °C (73.4-80.6°F)
","12-30 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cichlidae
"
Banded Corydoras,,,,,,,,,,,,,
Banded Ctenopoma,,,,,,,,,,,,,
Whiptailed Banjo Catfish (,Platystacus cotylephorus,"30.5-33cm (12-13  "")
",Moderate,"170 Litres (45   US G.)
", - ,"6.0 - 8.2
","21.7-25°C (71 -77  °F)
","10-20 °d
","1:2 M:F
",Omnivore,"8-12 years
",South America,"Aspredinidae
"
Banded Astyanax (,Astyanax fasciatus,"10.2-12.7cm (4-5  "")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","5.5 - 7.5
","20 -25  °C (68-77°F)
","3-12 °d
","1:2 M:F
",Omnivore,"5-12 years
",South America,"Characidae
"
Banded Dwarf Cichlid,,,,,,,,,,,,,
Banded Archerfish (,Toxotes jaculatrix,"20.3-30.5cm (8-12  "")
",Moderate,"208 Litres (55   US G.)
", - ,"7.0 - 8.0
","25-29.4°C (77 -85  °F)
","12-25 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Toxotidae
"
Banded Acara (,Bujurquina vittata,"10.2-11.4cm (4-4.5  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.0
","25.6-26.7°C (78 -80  °F)
","5-8 °d
","1:1 M:F
",Omnivore,"5-8 years
",South America,"Cichlidae
"
Banded Climbing Perch,,,,,,,,,,,,,
Banded Cichlid,,,,,,,,,,,,,
Horsefaced Loach (,Acantopsis choirorhynchos,"20.3-30.5cm (8-12  "")
",Moderate,"246 Litres (65   US G.)
", - ,"6.5 - 7.8
","25-27.8°C (77 -82  °F)
","6-10 °d
","1:2 M:F
",Omnivore,"5-8 years
",Asia,"Cobitidae
"
Balunga Mouthbrooder (,Betta balunga,"4-5  cm (1.6-2"")
",Moderate,"38 Litres (10   US G.)
","Freshwater  
","5.2 - 7.0
","23.9-25.6°C (75 -78  °F)
","1-10 °d
","1:1 M:F
",Carnivore,"3-5 years
",Asia,"Osphronemidae
"
Balzani's Earth Eater (,Gymnogeophagus balzanii,"10.9-11.9cm (4.3-4.7  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 7.5
","22 -26  °C (71.6-78.8°F)
","5-19 °d
","1:1 M:F
",Carnivore,"5-8 years
",South America,"Cichlidae
"
Bala Shark (,Balantiocheilos melanopterus,"30-34  cm (11.8-13.4"")
",Moderate,"341 Litres (90   US G.)
","Freshwater  
","7.0 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-15 °d
","1:2 M:F
",Omnivore,"5-10 years
",Asia,"Cyprinidae
"
Mayland's Molly (,Poecilia maylandi,"7.6-10.2cm (3-4  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","7.0 - 7.8
","26 -28  °C (78.8-82.4°F)
","5-30 °d
","1:3 M:F
",Omnivore,"3-5 years
",Mexico,"Poeciliidae
"
Platy (,Xiphophorus maculatus,"5.1-6.4cm (2-2.5  "")
",Easy,"45 Litres (12   US G.)
","Freshwater  
","7.0 - 8.0
","22.2-26.7°C (72 -80  °F)
","7-20 °d
","1:3 M:F
",Omnivore,"3-5 years
",Central America,"Poeciliidae
"
Bala Shark (,Balantiocheilos melanopterus,"30-34  cm (11.8-13.4"")
",Moderate,"341 Litres (90   US G.)
","Freshwater  
","7.0 - 7.5
","22 -28  °C (71.6-82.4°F)
","8-15 °d
","1:2 M:F
",Omnivore,"5-10 years
",Asia,"Cyprinidae
"
Banded Bichir,,,,,,,,,,,,,
Calophysus Catfish (,Calophysus macropterus,"30-40  cm (11.8-15.7"")
",Challenging,"1325 Litres (350   US G.)
","Freshwater  
","6.0 - 7.4
","23.9-28.9°C (75 -84  °F)
","5-15 °d
","1:1 M:F
",Carnivore,"8-15 years
",South America,"Pimelodidae
"
Baenschi's Peacock (,Aulonocara baenschi,"10-13  cm (3.9-5.1"")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.2 - 8.2
","22 -26  °C (71.6-78.8°F)
","10-30 °d
","1:1 M:F
",Carnivore,"5-8 years
",Lake Malawi,"Cichlidae
"
Banded Chromide,,,,,,,,,,,,,
Blue Whale Catfish (,Cetopsis coecutiens,"22.9-26.9cm (9-10.6  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.0 - 7.4
","22.2-26.1°C (72 -79  °F)
","2-15 °d
","1:1 M:F
",Carnivore,"8-12 years
",South America,"Cetopsidae
"
Baenschi Dwarf Cichlid (,Apistogramma baenschi,"4.6-5.3cm (1.8-2.1  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","5.5 - 7.0
","25.6-26.7°C (78 -80  °F)
","1-5 °d
","1:1 M:F
",Omnivore,"3-5 years
",South America,"Cichlidae
"
Granulated Catfish (,Pterodoras granulosus,"50-70  cm (19.7-27.6"")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","6.4 - 7.4
","20 -24  °C (68-75.2°F)
","6-16 °d
","1:1 M:F
",Omnivore,"8-12 years
",South America,"Doradidae
"
Banded Acara,,,,,,,,,,,,,
Banded Archerfish,,,,,,,,,,,,,
Banded Astyanax,,,,,,,,,,,,,
Banded Banjo Catfish,,,,,,,,,,,,,
Dwarf Stonebasher (,Pollimyrus castelnaui,"6.4-7.6cm (2.5-3  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","6.5 - 7.5
","23.9-25.6°C (75 -78  °F)
","6-16 °d
","1:1 M:F
",Carnivore,"5-8 years
",Africa,"Mormyridae
"
Banana Loach,,,,,,,,,,,,,
Black Spiny Ashiura Pleco (,Megalancistrus barrae,"35.6-40.6cm (14-16  "")
",Moderate,"303 Litres (80   US G.)
","Freshwater  
","6.0 - 7.5
","25-27.8°C (77 -82  °F)
","6-16 °d
","1:1 M:F
",Omnivore,"8-10 years
",South America,"Loricariidae
"
Azureus Cichlid (,Copadichromis azureus,"12.7-15.2cm (5-6  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","7.8 - 8.2
","25 -28  °C (77-82.4°F)
","8-12 °d
","1:2 M:F
",Omnivore,"5-6 years
",Lake Malawi,"Cichlidae
"
Balzani's Earth Eater,,,,,,,,,,,,,
Manguense Cichlid (,Parachromis managuense,"30.5-45.7cm (12-18  "")
",Moderate,"379 Litres (100   US G.)
","Freshwater  
","7.0 - 8.2
","23.9-25.6°C (75 -78  °F)
","10-15 °d
","1:1 M:F
",Carnivore,"8-10 years
",Central America,"Cichlidae
"
Balunga Mouthbrooder,,,,,,,,,,,,,
Balloon Platy,,,,,,,,,,,,,
Bagre machete,,,,,,,,,,,,,
Bala Sharkminnow,,,,,,,,,,,,,
Axelrod's Corydoras (,Corydoras axelrodi,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","2-25 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Axelrod's Rasbora (,Sundadanio axelrodi,"2-2.3  cm (0.8-0.9"")
",Moderate,"38 Litres (10   US G.)
","Freshwater  
","6.0 - 6.5
","23 -26  °C (73.4-78.8°F)
","2-10 °d
","1:2 M:F
",Omnivore,"3-8 years
",Asia,"Cyprinidae
"
Bala Shark,,,,,,,,,,,,,
Baby Whale Catfish,,,,,,,,,,,,,
Balsas Molly,,,,,,,,,,,,,
Baenschi Dwarf Cichlid,,,,,,,,,,,,,
Baenschi's Peacock,,,,,,,,,,,,,
Bacu,,,,,,,,,,,,,
Azureus Cichlid,,,,,,,,,,,,,
Empire Gudgeon (,Hypseleotris compressa,"10-12  cm (3.9-4.7"")
",Easy,"114 Litres (30   US G.)
", - ,"6 - 8
","10 -30  °C (50-86°F)
","5-20 °d
","1:1 M:F
",Omnivore,"5-8 years
",Australia,"Eleotridae
"
Azzura Pleco,,,,,,,,,,,,,
Baby Roundhead Whale,,,,,,,,,,,,,
Aztec Cichlid,,,,,,,,,,,,,
Australian Spotted Arowana (,Scleropages leichardti,"95-100  cm (37.4-39.4"")
",Challenging,"946 Litres (250   US G.)
","Freshwater  
","6.5 - 7.5
","23 -30  °C (73.4-86°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Australia,"Osteoglossidae
"
Cape York Rainbowfish (,Melanotaenia splendida splendida,"18-20  cm (7.1-7.9"")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.0 - 7.5
","20 -25  °C (68-77°F)
","8-10 °d
","1:2 M:F
",Omnivore,"5-8 years
",Australia,"Melanotaeniidae
"
Australian Pearl Arowana (,Scleropages jardini,"95-100  cm (37.4-39.4"")
",Moderate,"946 Litres (250   US G.)
","Freshwater  
","6.5 - 7.5
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Carnivore,"8-12 years
",Australia,"Osteoglossidae
"
Australian Swamp Eel (,Ophisternon gutturale,"50-60  cm (19.7-23.6"")
",Challenging,"303 Litres (80   US G.)
", - ,"6.5 - 7.5
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Omnivore,"8-12 years
",Australia,"Synbranchidae
"
Australian Lungfish (,Neoceratodus forsteri,"100-170  cm (39.4-66.9"")
",Challenging,"568 Litres (150   US G.)
","Freshwater  
","6.5 - 7.5
","22 -28  °C (71.6-82.4°F)
","6-10 °d
","1:1 M:F
",Omnivore,"50-100 years
",Australia,"Ceratodontidae
"
Empire Gudgeon (,Hypseleotris compressa,"10-12  cm (3.9-4.7"")
",Easy,"114 Litres (30   US G.)
", - ,"6 - 8
","10 -30  °C (50-86°F)
","5-20 °d
","1:1 M:F
",Omnivore,"5-8 years
",Australia,"Eleotridae
"
Australian Bass (,Macquaria novemaculeata,"50-60  cm (19.7-23.6"")
",Challenging,"568 Litres (150   US G.)
", - ,"6.5 - 8.0
","15.6-23.9°C (60 -75  °F)
","8-12 °d
","1:2 M:F
",Carnivore,"12-20 years
",Australia,"Percichthyidae
"
Australian Desert Goby (,Chlamydogobius eremius,"5.1-6.4cm (2-2.5  "")
",Easy,"38 Litres (10   US G.)
","Freshwater  
","7.0 - 8.0
","10 -30  °C (50-86°F)
","9-19 °d
","1:2 M:F
",Omnivore,"1-1.5 years
",Australia,"Gobiidae
"
Aurora Cichlid (,Pseudotropheus aurora,"8-9  cm (3.1-3.5"")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.5 - 8.5
","24 -26  °C (75.2-78.8°F)
","12-30 °d
","1:1 M:F
",Omnivore,"5-8 years
",Lake Malawi,"Cichlidae
"
Axelrod's Rasbora,,,,,,,,,,,,,
Malawi Golden Cichlid (,Melanochromis auratus,"7.6-10.2cm (3-4  "")
",Moderate,"170 Litres (45   US G.)
","Freshwater  
","7.5 - 8.5
","22 -26  °C (71.6-78.8°F)
","15-20 °d
","1:3 M:F
",Omnivore,"5-8 years
",Lake Malawi,"Cichlidae
"
Australian-Carp Gudgeon,,,,,,,,,,,,,
Australian Rainbowfish (,Melanotaenia fluviatilis,"10-11  cm (3.9-4.3"")
",Moderate,"132 Litres (35   US G.)
","Freshwater  
","6.5 - 7.6
","22 -25  °C (71.6-77°F)
","8-10 °d
","1:2 M:F
",Omnivore,"5-8 years
",Australia,"Melanotaeniidae
"
Aulonocara chizumulu (,Aulonocara korneliae,"12.7-15.2cm (5-6  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.8 - 8.6
","25.6-27.8°C (78 -82  °F)
","8-12 °d
","1:3 M:F
",Carnivore,"5-10 years
",Lake Malawi,"Cichlidae
"
Aulonocara Multispot (,Aulonocara gertrudae,"15.2-16.5cm (6-6.5  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.8 - 8.6
","25.6-27.8°C (78 -82  °F)
","8-12 °d
","1:1 M:F
",Carnivore,"5-10 years
",Lake Malawi,"Cichlidae
"
Axelrod's Corydoras,,,,,,,,,,,,,
Atronasus Catfish (,Ageneiosus atronasus,"10.2-12.7cm (4-5  "")
",Challenging,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","23.9-25.6°C (75 -78  °F)
","5-10 °d
","1:1 M:F
",Carnivore,"5-10 years
",South America,"Auchenipteridae
"
Auditor Peacock (,Aulonocara auditor,"12.7-15.2cm (5-6  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.8 - 8.6
","25.6-27.8°C (78 -82  °F)
","15-25 °d
","1:1 M:F
",Carnivore,"5-10 years
",Lake Malawi,"Cichlidae
"
Australian Swamp Eel,,,,,,,,,,,,,
Australian Rainbow,,,,,,,,,,,,,
Aurigan Betta (,Betta aurigans,"5-6  cm (2-2.4"")
",Moderate,"38 Litres (10   US G.)
","Freshwater  
","5.5 - 6.5
","23.3-25.6°C (74 -78  °F)
","1-5 °d
","1:1 M:F
",Carnivore,"3-5 years
",Asia,"Osphronemidae
"
Australian Pearl Arowana,,,,,,,,,,,,,
Australian Empire Gudgeon,,,,,,,,,,,,,
Australian Spotted Arowana,,,,,,,,,,,,,
Aulonocara Blue Gold Sand (,Aulonocara brevindus,"12.7-15.2cm (5-6  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","7.8 - 8.6
","
","8-12 °d
","1:1 M:F
",Carnivore,"5-10 years
",Lake Malawi,"Cichlidae
"
Australian Lungfish,,,,,,,,,,,,,
Australian Bass,,,,,,,,,,,,,
Atratus Catfish (,Gogo atratus,"15.2-17cm (6-6.7  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.5 - 7.2
","23 -28  °C (73.4-82.4°F)
","6-16 °d
","1:1 M:F
",Omnivore,"8-15 years
",Africa,"Anchariidae
"
Atahualpa Dwarf Cichlid (,Apistogramma atahualpa,"3.6-4.3cm (1.4-1.7  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","5.0 - 6.0
","25.6-26.7°C (78 -80  °F)
","1-5 °d
","1:1 M:F
",Omnivore,"3-5 years
",South America,"Cichlidae
"
Australian Rainbowfish,,,,,,,,,,,,,
Australian Desert Goby,,,,,,,,,,,,,
Assambadis (,Badis assamensis,"6-7  cm (2.4-2.8"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6 - 8
","24 -30  °C (75.2-86°F)
","6-10 °d
","1:2 M:F
",Carnivore,"2-3 years
",Asia,"Badidae
"
Aurora Cichlid,,,,,,,,,,,,,
Auratus,,,,,,,,,,,,,
Aulonocara Multispot,,,,,,,,,,,,,
Auditor Peacock,,,,,,,,,,,,,
Atronasus Catfish,,,,,,,,,,,,,
Aulonocara chizumulu,,,,,,,,,,,,,
Rainbow Snakehead (,Channa bleheri,"12.7-33cm (5-13  "")
",Moderate,"246 Litres (65   US G.)
","Freshwater  
","6.0 - 7.5
","14 -25  °C (57.2-77°F)
","5-19 °d
","1:1 M:F
",Carnivore,"8-12 years
",Asia,"Channidae
"
Asiatic Knifefish (,Notopterus notopterus,"50-60  cm (19.7-23.6"")
",Challenging,"568 Litres (150   US G.)
","Freshwater  
","6.0 - 6.5
","24 -28  °C (75.2-82.4°F)
","3-8 °d
","1:1 M:F
",Carnivore,"8-12 years
",Asia,"Notopteridae
"
Asian Upside Down Catfish (,Mystus leucophasis,"25.4-30.5cm (10-12  "")
",Moderate,"379 Litres (100   US G.)
","Freshwater  
","6.0 - 7.5
","23.3-27.2°C (74 -81  °F)
","5-20 °d
","1:1 M:F
",Omnivore,"5-8 years
",Asia,"Bagridae
"
Aurigan Betta,,,,,,,,,,,,,
Barramundi (,Lates calcarifer,"142.2-193cm (56-76  "")
",Challenging,"3785 Litres (1000   US G.)
", - ,"6.5 - 7.2
","23 -26  °C (73.4-78.8°F)
","6-8 °d
","1:1 M:F
",Carnivore,"5-25 years
",Indo-West Pacific,"Latidae
"
Asian Stone Catfish (,Erethistes jerdoni,"3-4  cm (1.2-1.6"")
",Challenging,"38 Litres (10   US G.)
","Freshwater  
","6.7 - 7.2
","20-23.9°C (68 -75  °F)
","8-12 °d
","1:1 M:F
",Omnivore,"5-6 years
",Asia,"Erethistidae
"
Aulonocara Blue Gold Sand,,,,,,,,,,,,,
